"url","title","imgUrl","price","time"
"http://www.shirts4mike.com/shirt.php?id=101","Logo Shirt, Red","http://www.shirts4mike.com/img/shirts/shirt-101.jpg","$18","16:45:52"
"http://www.shirts4mike.com/shirt.php?id=102","Mike the Frog Shirt, Black","http://www.shirts4mike.com/img/shirts/shirt-102.jpg","$20","16:45:52"
"http://www.shirts4mike.com/shirt.php?id=103","Mike the Frog Shirt, Blue","http://www.shirts4mike.com/img/shirts/shirt-103.jpg","$20","16:45:52"
"http://www.shirts4mike.com/shirt.php?id=104","Logo Shirt, Green","http://www.shirts4mike.com/img/shirts/shirt-104.jpg","$18","16:45:52"
"http://www.shirts4mike.com/shirt.php?id=105","Mike the Frog Shirt, Yellow","http://www.shirts4mike.com/img/shirts/shirt-105.jpg","$25","16:45:52"
"http://www.shirts4mike.com/shirt.php?id=106","Logo Shirt, Gray","http://www.shirts4mike.com/img/shirts/shirt-106.jpg","$20","16:45:52"
"http://www.shirts4mike.com/shirt.php?id=107","Logo Shirt, Teal","http://www.shirts4mike.com/img/shirts/shirt-107.jpg","$20","16:45:52"
"http://www.shirts4mike.com/shirt.php?id=108","Mike the Frog Shirt, Orange","http://www.shirts4mike.com/img/shirts/shirt-108.jpg","$25","16:45:52"
